Ignore,Scene,Start,End,Shot_Caption,Scene_Caption
No,0,01:05:39.057,01:05:40.106,,
No,0,01:05:40.516,01:05:41.691,,
No,0,01:05:42.101,01:05:46.655,,
No,0,01:05:47.065,01:05:52.285,,
No,0,01:05:52.695,01:06:12.764,,
No,0,01:06:13.174,01:06:14.349,,
No,0,01:06:14.759,01:06:16.601,,
No,0,01:06:17.011,01:06:19.396,,
No,0,01:06:19.806,01:06:22.148,,
No,0,01:06:22.558,01:06:26.486,,
No,0,01:06:26.896,01:06:28.154,,
No,0,01:06:28.564,01:06:31.408,,
No,0,01:06:31.818,01:06:34.911,,
No,0,01:06:35.321,01:06:37.539,,
No,0,01:06:37.949,01:06:43.878,,
No,0,01:06:44.288,01:07:17.704,,
No,0,01:07:18.114,01:07:25.754,,
No,0,01:07:26.164,01:07:36.181,,
No,0,01:07:36.591,01:07:51.029,,
No,0,01:07:51.439,01:07:56.367,,
No,0,01:07:56.777,01:08:06.920,,
No,0,01:08:07.330,01:08:09.005,,
No,0,01:08:09.415,01:08:11.800,,
No,0,01:08:12.210,01:08:14.928,,
No,0,01:08:15.338,01:08:17.806,,
No,0,01:08:18.216,01:08:20.225,,
No,0,01:08:20.635,01:08:31.111,,
No,0,01:08:31.521,01:08:33.113,,
No,0,01:08:33.523,01:08:36.991,,
No,0,01:08:37.401,01:08:38.785,,
No,0,01:08:39.195,01:08:40.787,,
No,0,01:08:41.197,01:08:45.542,,
No,0,01:08:45.952,01:08:47.292,,
No,0,01:08:47.702,01:08:50.462,,
No,0,01:08:50.872,01:08:58.179,,
No,0,01:08:58.589,01:09:01.390,,
No,0,01:09:01.800,01:09:03.268,,
No,0,01:09:03.678,01:09:10.065,,
No,0,01:09:10.475,01:09:13.278,,
No,0,01:09:13.688,01:09:21.077,,
No,0,01:09:21.487,01:09:58.156,,
No,0,01:09:58.566,01:10:00.950,,
No,0,01:10:01.360,01:10:03.077,,
No,0,01:10:03.487,01:10:05.038,,
No,0,01:10:05.448,01:10:06.289,,
No,0,01:10:06.699,01:10:17.383,,
No,0,01:10:17.793,01:10:30.355,,
No,0,01:10:30.765,01:10:32.690,,
No,0,01:10:33.100,01:10:34.901,,
No,0,01:10:35.311,01:10:36.903,,
No,0,01:10:37.313,01:10:44.327,,
No,0,01:10:44.737,01:10:47.622,,
No,0,01:10:48.032,01:10:50.792,,
No,0,01:10:51.202,01:10:53.419,,
No,0,01:10:53.829,01:10:59.842,,
No,0,01:11:00.252,01:11:01.344,,
No,0,01:11:01.754,01:11:03.388,,
No,0,01:11:03.798,01:11:08.059,,
No,0,01:11:08.469,01:11:10.645,,
No,0,01:11:11.055,01:11:12.272,,
No,0,01:11:12.682,01:11:17.026,,
No,0,01:11:17.436,01:11:20.196,,
No,0,01:11:20.606,01:11:24.617,,
No,0,01:11:25.027,01:11:26.494,,
No,0,01:11:26.904,01:11:29.330,,
No,0,01:11:29.740,01:11:33.209,,
No,0,01:11:33.619,01:11:35.503,,
No,0,01:11:35.913,01:11:36.421,,
No,0,01:11:36.831,01:11:43.011,,
No,0,01:11:43.421,01:11:47.348,,
No,0,01:11:47.758,01:11:50.601,,
No,0,01:11:51.011,01:11:52.979,,
No,0,01:11:53.389,01:11:57.358,,
No,0,01:11:57.768,01:11:59.610,,
No,0,01:12:00.020,01:12:01.613,,
No,0,01:12:02.023,01:12:03.281,,
No,0,01:12:03.691,01:12:10.788,,
No,0,01:12:11.198,01:12:14.208,,
No,0,01:12:14.618,01:12:17.545,,
No,0,01:12:17.955,01:12:18.963,,
No,0,01:12:19.373,01:12:20.798,,
No,0,01:12:21.208,01:12:25.845,,
No,0,01:12:26.255,01:12:28.056,,
No,0,01:12:28.466,01:12:31.225,,
No,0,01:12:31.635,01:12:36.606,,
No,0,01:12:37.016,01:12:39.609,,
No,0,01:12:40.019,01:12:41.152,,
No,0,01:12:41.562,01:12:46.407,,
No,0,01:12:46.817,01:12:58.169,,
No,0,01:12:58.579,01:13:10.139,,
No,0,01:13:10.549,01:13:17.855,,
No,0,01:13:18.265,01:13:20.191,,
No,0,01:13:20.601,01:13:22.193,,
No,0,01:13:22.603,01:13:26.364,,
No,0,01:13:26.774,01:13:28.491,,
No,0,01:13:28.901,01:13:31.619,,
No,0,01:13:32.029,01:13:38.084,,
No,0,01:13:38.494,01:13:39.794,,
No,0,01:13:40.204,01:13:43.089,,
No,0,01:13:43.499,01:13:46.717,,
No,0,01:13:47.127,01:13:53.474,,
No,0,01:13:53.884,01:13:54.100,,
No,0,01:13:54.510,01:13:55.101,,
No,0,01:13:55.511,01:13:59.021,,
No,0,01:13:59.431,01:14:02.984,,
No,0,01:14:03.394,01:14:19.000,,
No,0,01:14:19.410,01:14:27.592,,
No,0,01:14:28.002,01:14:41.522,,
No,0,01:14:41.932,01:14:44.650,,
No,0,01:14:45.060,01:14:47.737,,
No,0,01:14:48.147,01:14:53.576,,
No,0,01:14:53.986,01:14:55.369,,
No,0,01:14:55.779,01:15:00.750,,
No,0,01:15:01.160,01:15:05.087,,
No,0,01:15:05.497,01:15:14.514,,
No,0,01:15:14.924,01:15:19.435,,
No,0,01:15:19.845,01:15:20.686,,
No,0,01:15:21.096,01:15:22.522,,
No,0,01:15:22.932,01:15:24.524,,
No,0,01:15:24.934,01:15:29.987,,
No,0,01:15:30.397,01:15:30.988,,
No,0,01:15:31.398,01:15:32.281,,
No,0,01:15:32.691,01:15:34.867,,
No,0,01:15:35.277,01:15:35.868,,
No,0,01:15:36.278,01:15:37.495,,
No,0,01:15:37.905,01:15:38.246,,
No,0,01:15:38.656,01:15:39.330,,
No,0,01:15:39.740,01:15:40.748,,
No,0,01:15:41.158,01:15:41.541,,
No,0,01:15:41.951,01:15:43.709,,
No,0,01:15:44.119,01:15:44.961,,
No,0,01:15:45.371,01:15:48.339,,
No,0,01:15:48.749,01:15:53.010,,
No,0,01:15:53.420,01:15:56.514,,
No,0,01:15:56.924,01:15:58.975,,
No,0,01:15:59.385,01:16:08.276,,
No,0,01:16:08.686,01:16:18.494,,
No,0,01:16:18.904,01:16:25.251,,
No,0,01:16:25.661,01:16:31.882,,
No,0,01:16:32.292,01:16:38.806,,
No,0,01:16:39.216,01:16:42.894,,
No,0,01:16:43.304,01:17:09.879,,
No,0,01:17:10.289,01:17:16.552,,
No,0,01:17:16.962,01:17:22.391,,
No,0,01:17:22.801,01:17:24.727,,
No,0,01:17:25.137,01:17:26.937,,
No,0,01:17:27.347,01:17:28.856,,
No,0,01:17:29.266,01:17:30.775,,
No,0,01:17:31.185,01:17:39.909,,
No,0,01:17:40.319,01:17:56.550,,
No,0,01:17:56.960,01:17:59.303,,
No,0,01:17:59.713,01:18:01.681,,
No,0,01:18:02.091,01:18:04.975,,
No,0,01:18:05.385,01:18:11.315,,
No,0,01:18:11.725,01:18:12.274,,
No,0,01:18:12.684,01:18:15.069,,
No,0,01:18:15.479,01:18:17.446,,
No,0,01:18:17.856,01:18:22.576,,
No,0,01:18:22.986,01:18:26.080,,
No,0,01:18:26.490,01:18:30.126,,
No,0,01:18:30.536,01:18:31.502,,
No,0,01:18:31.912,01:18:32.878,,
No,0,01:18:33.288,01:18:35.047,,
No,0,01:18:35.457,01:18:37.925,,
No,0,01:18:38.335,01:18:40.386,,
No,0,01:18:40.796,01:18:43.097,,
No,0,01:18:43.507,01:18:44.390,,
No,0,01:18:44.800,01:18:46.892,,
No,0,01:18:47.302,01:18:48.519,,
No,0,01:18:48.929,01:18:53.107,,
No,0,01:18:53.517,01:18:54.567,,
No,0,01:18:54.977,01:18:57.903,,
No,0,01:18:58.313,01:19:03.659,,
No,0,01:19:04.069,01:19:09.290,,
No,0,01:19:09.700,01:19:12.626,,
No,0,01:19:13.036,01:19:16.505,,
No,0,01:19:16.915,01:19:19.675,,
No,0,01:19:20.085,01:19:22.553,,
No,0,01:19:22.963,01:19:25.723,,
No,0,01:19:26.133,01:19:29.894,,
No,0,01:19:30.304,01:19:36.567,,
No,0,01:19:36.977,01:19:41.614,,
No,0,01:19:42.024,01:19:43.991,,
No,0,01:19:44.401,01:19:48.078,,
No,0,01:19:48.488,01:19:53.918,,
No,0,01:19:54.328,01:19:56.420,,
No,0,01:19:56.830,01:19:58.798,,
No,0,01:19:59.208,01:20:04.470,,
No,0,01:20:04.880,01:20:07.973,,
No,0,01:20:08.383,01:20:10.392,,
No,0,01:20:10.802,01:20:12.311,,
No,0,01:20:12.721,01:20:20.319,,
No,0,01:20:20.729,01:20:24.782,,
No,0,01:20:25.192,01:20:27.451,,
No,0,01:20:27.861,01:20:35.960,,
No,0,01:20:36.370,01:20:42.174,,
No,0,01:20:42.584,01:20:55.729,,
No,0,01:20:56.139,01:21:01.193,,
No,0,01:21:01.603,01:21:03.320,,
No,0,01:21:03.730,01:21:04.613,,
No,0,01:21:05.023,01:21:06.115,,
No,0,01:21:06.525,01:21:07.992,,
No,0,01:21:08.402,01:21:11.829,,
No,0,01:21:12.239,01:21:13.247,,
No,0,01:21:13.657,01:21:16.584,,
No,0,01:21:16.994,01:21:21.922,,
No,0,01:21:22.332,01:21:24.383,,
No,0,01:21:24.793,01:21:27.553,,
No,0,01:21:27.963,01:21:33.517,,
No,0,01:21:33.927,01:21:40.691,,
No,0,01:21:41.101,01:21:47.364,,
No,0,01:21:47.774,01:22:00.336,,
No,0,01:22:00.746,01:22:04.798,,
No,0,01:22:05.208,01:22:16.477,,
No,0,01:22:16.887,01:22:18.771,,
No,0,01:22:19.181,01:22:22.024,,
No,0,01:22:22.434,01:22:23.359,,
No,0,01:22:23.769,01:22:29.615,,
No,0,01:22:30.025,01:22:33.327,,
No,0,01:22:33.737,01:22:36.497,,
No,0,01:22:36.907,01:22:39.166,,
No,0,01:22:39.576,01:22:41.752,,
No,0,01:22:42.162,01:23:07.778,,
No,0,01:23:08.188,01:23:16.870,,
No,0,01:23:17.280,01:23:21.291,,
No,0,01:23:21.701,01:23:28.924,,
No,0,01:23:29.334,01:23:35.639,,
No,0,01:23:36.049,01:23:48.902,,
No,0,01:23:49.312,01:23:53.490,,
No,0,01:23:53.900,01:24:00.164,,
No,0,01:24:00.574,01:24:06.462,,
No,0,01:24:06.872,01:24:12.259,,
No,0,01:24:12.669,01:24:18.223,,
No,0,01:24:18.633,01:24:21.518,,
No,0,01:24:21.928,01:24:24.521,,
No,0,01:24:24.931,01:24:28.233,,
No,0,01:24:28.643,01:24:30.235,,
No,0,01:24:30.645,01:24:32.279,,
No,0,01:24:32.689,01:24:33.947,,
No,0,01:24:34.357,01:24:35.949,,
No,0,01:24:36.359,01:24:37.868,,
No,0,01:24:38.278,01:24:38.452,,
No,0,01:24:38.862,01:24:40.120,,
No,0,01:24:40.530,01:24:45.167,,
No,0,01:24:45.577,01:24:46.668,,
No,0,01:24:47.078,01:24:54.635,,
No,0,01:24:55.045,01:24:57.721,,
No,0,01:24:58.131,01:25:00.349,,
No,0,01:25:00.759,01:25:04.853,,
No,0,01:25:05.263,01:25:06.105,,
No,0,01:25:06.515,01:25:07.439,,
No,0,01:25:07.849,01:25:08.774,,
No,0,01:25:09.184,01:25:10.818,,
No,0,01:25:11.228,01:25:13.529,,
No,0,01:25:13.939,01:25:17.866,,
No,0,01:25:18.276,01:25:23.539,,
No,0,01:25:23.949,01:25:28.877,,
No,0,01:25:29.287,01:25:33.632,,
No,0,01:25:34.042,01:25:36.635,,
No,0,01:25:37.045,01:25:38.262,,
No,0,01:25:38.672,01:25:44.518,,
No,0,01:25:44.928,01:25:46.478,,
No,0,01:25:46.888,01:25:55.362,,
No,0,01:25:55.772,01:26:01.160,,
No,0,01:26:01.570,01:26:07.666,,
No,0,01:26:08.076,01:26:13.338,,
No,0,01:26:13.748,01:26:29.438,,
No,0,01:26:29.848,01:26:32.149,,
No,0,01:26:32.559,01:26:36.111,,
No,0,01:26:36.521,01:26:39.156,,
No,0,01:26:39.566,01:26:41.158,,
No,0,01:26:41.568,01:26:46.455,,
No,0,01:26:46.865,01:26:49.666,,
No,0,01:26:50.076,01:26:55.714,,
No,0,01:26:56.124,01:26:57.466,,
No,0,01:26:57.876,01:26:59.676,,
No,0,01:27:00.086,01:27:01.553,,
No,0,01:27:01.963,01:27:02.221,,
No,0,01:27:02.631,01:27:03.305,,
No,0,01:27:03.715,01:27:06.099,,
No,0,01:27:06.509,01:27:09.353,,
No,0,01:27:09.763,01:27:11.521,,
No,0,01:27:11.931,01:27:14.441,,
No,0,01:27:14.851,01:27:23.075,,
No,0,01:27:23.485,01:27:24.785,,
No,0,01:27:25.195,01:27:26.286,,
No,0,01:27:26.696,01:27:27.412,,
No,0,01:27:27.822,01:27:30.123,,
No,0,01:27:30.533,01:27:31.625,,
No,0,01:27:32.035,01:27:34.294,,
No,0,01:27:34.704,01:27:35.420,,
No,0,01:27:35.830,01:27:35.963,,
No,0,01:27:36.373,01:27:36.630,,
No,0,01:27:37.040,01:27:38.257,,
No,0,01:27:38.667,01:27:40.384,,
No,0,01:27:40.794,01:27:42.135,,
No,0,01:27:42.545,01:27:44.179,,
No,0,01:27:44.589,01:27:46.515,,
No,0,01:27:46.925,01:27:49.601,,
No,0,01:27:50.011,01:27:52.646,,
No,0,01:27:53.056,01:27:58.819,,
No,0,01:27:59.229,01:28:02.489,,
No,0,01:28:02.899,01:28:06.368,,
No,0,01:28:06.778,01:28:07.577,,
No,0,01:28:07.987,01:28:08.829,,
No,0,01:28:09.239,01:28:10.163,,
No,0,01:28:10.573,01:28:12.666,,
No,0,01:28:13.076,01:28:14.710,,
No,0,01:28:15.120,01:28:16.670,,
No,0,01:28:17.080,01:28:17.754,,
No,0,01:28:18.164,01:28:19.631,,
No,0,01:28:20.041,01:28:22.926,,
No,0,01:28:23.336,01:28:27.014,,
No,0,01:28:27.424,01:28:29.558,,
No,0,01:28:29.968,01:28:33.687,,
No,0,01:28:34.097,01:28:37.983,,
No,0,01:28:38.393,01:28:40.193,,
No,0,01:28:40.603,01:28:43.071,,
No,0,01:28:43.481,01:28:48.201,,
No,0,01:28:48.611,01:28:51.788,,
No,0,01:28:52.198,01:28:52.956,,
No,0,01:28:53.366,01:28:59.421,,
No,0,01:28:59.831,01:29:00.505,,
No,0,01:29:00.915,01:29:02.716,,
No,0,01:29:03.126,01:29:03.258,,
No,0,01:29:03.668,01:29:06.261,,
No,0,01:29:06.671,01:29:07.429,,
No,0,01:29:07.839,01:29:08.472,,
No,0,01:29:08.882,01:29:10.891,,
No,0,01:29:11.301,01:29:14.144,,
No,0,01:29:14.554,01:29:18.648,,
No,0,01:29:19.058,01:29:21.109,,
No,0,01:29:21.519,01:29:30.994,,
No,0,01:29:31.404,01:29:33.121,,
No,0,01:29:33.531,01:29:34.956,,
No,0,01:29:35.366,01:29:40.629,,
No,0,01:29:41.039,01:29:43.382,,
No,0,01:29:43.792,01:29:44.966,,
No,0,01:29:45.376,01:30:07.656,,
No,0,01:30:08.066,01:30:17.124,,
No,0,01:30:17.534,01:30:18.542,,
No,0,01:30:18.952,01:30:20.544,,
No,0,01:30:20.954,01:30:22.546,,
No,0,01:30:22.956,01:30:26.133,,
No,0,01:30:26.543,01:30:30.846,,
No,0,01:30:31.256,01:30:34.015,,
No,0,01:30:34.425,01:30:36.059,,
No,0,01:30:36.469,01:30:38.437,,
No,0,01:30:38.847,01:30:47.028,,
No,0,01:30:47.438,01:30:51.992,,
No,0,01:30:52.402,01:30:59.207,,
No,0,01:30:59.617,01:31:00.500,,
No,0,01:31:00.910,01:31:02.794,,
No,0,01:31:03.204,01:31:09.217,,
No,0,01:31:09.627,01:31:21.480,,
No,0,01:31:21.890,01:31:23.940,,
No,0,01:31:24.350,01:31:34.326,,
No,0,01:31:34.736,01:31:46.922,,
No,0,01:31:47.332,01:31:56.932,,
No,0,01:31:57.342,01:32:00.310,,
No,0,01:32:00.720,01:32:03.647,,
No,0,01:32:04.057,01:32:06.191,,
No,0,01:32:06.601,01:32:16.076,,
No,0,01:32:16.486,01:32:18.119,,
No,0,01:32:18.529,01:32:20.664,,
No,0,01:32:21.074,01:33:29.733,,
No,0,01:33:30.143,01:33:30.483,,
No,0,01:33:30.893,01:33:40.493,,
No,0,01:33:40.903,01:33:51.838,,
No,0,01:33:52.248,01:33:54.758,,
No,0,01:33:55.168,01:34:02.891,,
No,0,01:34:03.301,01:34:08.521,,
No,0,01:34:08.931,01:34:09.439,,
No,0,01:34:09.849,01:34:23.745,,
No,0,01:34:24.155,01:34:47.268,,
No,0,01:34:47.678,01:34:53.817,,
No,0,01:34:54.227,01:34:56.778,,
