Ignore,Scene,Start,End,Caption
No,0,01:11:40.751,01:11:45.847,
No,0,01:11:46.257,01:12:21.090,
No,0,01:12:21.500,01:12:57.627,
No,0,01:12:58.037,01:12:59.462,
No,0,01:12:59.872,01:13:05.635,
No,0,01:13:06.045,01:13:09.472,
No,0,01:13:09.882,01:13:13.559,
No,0,01:13:13.969,01:13:18.356,
No,0,01:13:18.766,01:13:23.903,
No,0,01:13:24.313,01:13:27.073,
No,0,01:13:27.483,01:13:30.201,
No,0,01:13:30.611,01:13:42.004,
No,0,01:13:42.414,01:13:48.803,
No,0,01:13:49.213,01:13:50.763,
No,0,01:13:51.173,01:13:54.851,
No,0,01:13:55.261,01:13:56.436,
No,0,01:13:56.846,01:13:58.271,
No,0,01:13:58.681,01:14:03.609,
No,0,01:14:04.019,01:14:08.448,
No,0,01:14:08.858,01:14:12.577,
No,0,01:14:12.987,01:14:17.582,
No,0,01:14:17.992,01:14:20.751,
No,0,01:14:21.161,01:14:26.841,
No,0,01:14:27.251,01:14:30.428,
No,0,01:14:30.838,01:14:40.354,
No,0,01:14:40.764,01:14:43.232,
No,0,01:14:43.642,01:14:46.194,
No,0,01:14:46.604,01:14:48.696,
No,0,01:14:49.106,01:14:53.326,
No,0,01:14:53.736,01:14:55.703,
No,0,01:14:56.113,01:15:00.333,
No,0,01:15:00.743,01:15:03.711,
No,0,01:15:04.121,01:15:06.714,
No,0,01:15:07.124,01:15:09.133,
No,0,01:15:09.543,01:15:11.385,
No,0,01:15:11.795,01:15:13.638,
No,0,01:15:14.048,01:15:15.890,
No,0,01:15:16.300,01:15:18.184,
No,0,01:15:18.594,01:15:21.354,
No,0,01:15:21.764,01:15:23.147,
No,0,01:15:23.557,01:15:25.483,
No,0,01:15:25.893,01:15:27.276,
No,0,01:15:27.686,01:15:35.117,
No,0,01:15:35.527,01:15:49.131,
No,0,01:15:49.541,01:16:04.564,
No,0,01:16:04.974,01:16:08.651,
No,0,01:16:09.061,01:16:32.925,
No,0,01:16:33.335,01:16:43.060,
No,0,01:16:43.470,01:16:51.694,
No,0,01:16:52.104,01:16:58.034,
No,0,01:16:58.444,01:17:01.746,
No,0,01:17:02.156,01:17:03.956,
No,0,01:17:04.366,01:17:15.301,
No,0,01:17:15.711,01:17:18.387,
No,0,01:17:18.797,01:17:21.015,
No,0,01:17:21.425,01:17:36.364,
Yes,0,01:17:36.774,01:17:49.001,
Yes,0,01:17:49.411,01:17:54.006,
Yes,0,01:17:54.416,01:17:55.007,
Yes,0,01:17:55.417,01:17:59.136,
Yes,0,01:17:59.546,01:18:00.137,
