Ignore,Scene,Start,End,Caption
No,0,00:59:22.305,00:59:25.649,
No,0,00:59:26.059,00:59:30.612,
No,0,00:59:31.022,00:59:32.531,
No,0,00:59:32.941,00:59:34.575,
No,0,00:59:34.985,00:59:37.744,
No,0,00:59:38.154,00:59:43.792,
No,0,00:59:44.202,01:00:13.488,
No,0,01:00:13.898,01:00:28.462,
No,0,01:00:28.872,01:00:31.590,
No,0,01:00:32.000,01:00:36.803,
No,0,01:00:37.213,01:00:42.976,
No,0,01:00:43.386,01:00:45.020,
No,0,01:00:45.430,01:00:50.108,
No,0,01:00:50.518,01:00:55.072,
No,0,01:00:55.482,01:01:03.205,
No,0,01:01:03.615,01:01:05.666,
No,0,01:01:06.076,01:01:08.168,
No,0,01:01:08.578,01:01:10.087,
No,0,01:01:10.497,01:01:17.052,
No,0,01:01:17.462,01:01:27.354,
No,0,01:01:27.764,01:01:30.273,
No,0,01:01:30.683,01:01:48.959,
No,0,01:01:49.369,01:01:50.627,
No,0,01:01:51.037,01:01:56.967,
No,0,01:01:57.377,01:01:59.261,
No,0,01:01:59.671,01:02:06.017,
No,0,01:02:06.427,01:02:12.733,
No,0,01:02:13.143,01:02:17.738,
No,0,01:02:18.148,01:02:21.241,
No,0,01:02:21.651,01:02:26.538,
No,0,01:02:26.948,01:02:30.584,
No,0,01:02:30.994,01:02:33.044,
No,0,01:02:33.454,01:02:38.842,
No,0,01:02:39.252,01:02:46.683,
No,0,01:02:47.093,01:02:51.396,
No,0,01:02:51.806,01:02:57.861,
No,0,01:02:58.271,01:03:06.453,
No,0,01:03:06.863,01:03:19.841,
No,0,01:03:20.251,01:03:23.053,
No,0,01:03:23.463,01:03:31.520,
No,0,01:03:31.930,01:03:36.858,
No,0,01:03:37.268,01:03:40.403,
No,0,01:03:40.813,01:03:52.040,
No,0,01:03:52.450,01:03:54.417,
No,0,01:03:54.827,01:03:59.089,
No,0,01:03:59.499,01:04:02.968,
No,0,01:04:03.378,01:04:37.168,
No,0,01:04:37.578,01:04:40.297,
No,0,01:04:40.707,01:04:42.757,
No,0,01:04:43.167,01:04:44.926,
No,0,01:04:45.336,01:04:46.428,
No,0,01:04:46.838,01:04:58.940,
No,0,01:04:59.350,01:05:01.401,
No,0,01:05:01.811,01:05:04.613,
No,0,01:05:05.023,01:05:12.454,
No,0,01:05:12.864,01:05:17.208,
No,0,01:05:17.618,01:05:21.254,
No,0,01:05:21.664,01:05:24.674,
No,0,01:05:25.084,01:05:27.385,
No,0,01:05:27.795,01:05:28.845,
No,0,01:05:29.255,01:05:30.805,
No,0,01:05:31.215,01:05:32.682,
No,0,01:05:33.092,01:05:34.559,
No,0,01:05:34.969,01:05:36.937,
No,0,01:05:37.347,01:05:42.359,
